(business1)
%/NN	TF:8
entertainment/NN	TF:1
exist/VBP	TF:1
expletives/NNS	TF:1
fact/NN	TF:2
failed/VBN	TF:1
fee/NN	TF:1
future/NN	TF:1
Gear/NNP	TF:1
give/VB	TF:1
gone/VBN	TF:1
had/VBD	TF:1
has/VBZ	TF:5
have/VB	TF:3
have/VBP	TF:5
having/VBG	TF:1
Head/NNP	TF:1
headlines/NNS	TF:1
herald/VB	TF:1
hinted/VBD	TF:1
households/NNS	TF:1
increased/VBN	TF:1
industry/NN	TF:2
internet/NN	TF:5
Internet/NNP	TF:2
involved/VBN	TF:1
is/VBZ	TF:7
ISPA/NNP	TF:1
issue/NN	TF:1
IT/NNP	TF:1
ITV/NNP	TF:1
know/VBP	TF:1
knowledge/NN	TF:1
Law/NNP	TF:1
laws/NNS	TF:1
lengths/NNS	TF:1
level/NN	TF:1
Liberal/NNP	TF:1
licence/NN	TF:1
lie/VB	TF:1
limit/NN	TF:1
Lord/NNP	TF:3
made/VBN	TF:1
mainstream/NN	TF:1
maintaining/VBG	TF:1
make/VB	TF:1
maybe/VBZ	TF:1
media/NNS	TF:2
money/NN	TF:1
months/NNS	TF:1
move/VB	TF:1
MP/NNP	TF:1
Mr/NNP	TF:3
network/NN	TF:1
norm/NN	TF:1
Ofcom/NNP	TF:3
offer/NN	TF:1
online/NN	TF:3
opens/VBZ	TF:1
option/NN	TF:1
options/NNS	TF:1
organised/VBN	TF:1
panel/NN	TF:2
people/NNS	TF:1
planned/VBN	TF:1
platforms/NNS	TF:1
player/NN	TF:1
point/NN	TF:1
pornography/NN	TF:1
possibility/NN	TF:2
power/NN	TF:1
practice/NN	TF:1
predicted/VBD	TF:1
programmes/NNS	TF:1
protecting/VBG	TF:2
Providers/NNP	TF:1
providers/NNS	TF:3
pulled/VBN	TF:1
push/VB	TF:1
pushed/VBN	TF:1
quantity/NN	TF:1
questions/NNS	TF:2
raise/VB	TF:1
raises/VBZ	TF:1
reality/NN	TF:1
regulate/VB	TF:3
regulation/NN	TF:8
reign/VB	TF:1
remains/VBZ	TF:1
remit/NN	TF:1
remove/VB	TF:1
requested/VBN	TF:1
responsibility/NN	TF:2
Richard/NNP	TF:2
risks/NNS	TF:1
risque/NN	TF:1
rule/VB	TF:1
rules/NNS	TF:1
said/VBD	TF:9
seeing/VBG	TF:1
self-regulation/NN	TF:1
servers/NNS	TF:1
service/NN	TF:3
Service/NNP	TF:1
serving/VBG	TF:1
set/NN	TF:1
set/VBN	TF:2
sources/NNS	TF:1
speeches/NNS	TF:1
spoke/VBD	TF:1
spokesman/NN	TF:1
streaming/VBG	TF:1
struck/VBN	TF:1
studies/NNS	TF:1
suggest/VBP	TF:1
sums/NNS	TF:1
super-regulator/NN	TF:1
supply/VB	TF:1
surfers/NNS	TF:1
technology/NN	TF:1
tested/VBN	TF:1
thinks/VBZ	TF:1
Tiscali/NNP	TF:1
told/VBD	TF:1
trying/VBG	TF:1
TV-quality/NNP	TF:1
TV/NN	TF:7
TV/VB	TF:1
UK/NNP	TF:1
video/NN	TF:2
viewed/VBN	TF:1
was/VBD	TF:1
watch/VB	TF:1
watchdog/NN	TF:2
watershed/VBN	TF:1
web/NN	TF:1
Westminster/NNP	TF:1
year/NN	TF:1

(tech88)
%/NN	TF:1
according/VBG	TF:1
added/VBD	TF:1
added/VBN	TF:2
affairs/NNS	TF:1
album/NN	TF:1
American/NNP	TF:1
amount/NN	TF:1
announced/VBN	TF:2
appearance/NN	TF:1
are/VBP	TF:10
Asia/NNP	TF:2
award/NN	TF:1
awards/NNS	TF:2
battle/NN	TF:1
BBC/NNP	TF:1
be/VB	TF:2
been/VBN	TF:2
Bicycle/NNP	TF:1
blog/NN	TF:7
Blog/NNP	TF:3
blog/VB	TF:1
Bloggies/NNP	TF:2
Bloggies/NNPS	TF:1
Bloggies/NNS	TF:2
Blogs/NNP	TF:1
blogs/NNS	TF:6
Boing/NNP	TF:2
categories/NNS	TF:4
category/NN	TF:2
chosen/VBN	TF:1
closed/VBN	TF:1
closes/NNS	TF:1
covering/VBG	TF:1
created/VBN	TF:1
crowded/VBD	TF:1
devices/NNS	TF:1
distribute/VB	TF:1
done/VBN	TF:1
Earthquake/NNP	TF:2
engine/NN	TF:1
entertainment/NN	TF:1
entries/NNS	TF:1
events/NNS	TF:1
February/NNP	TF:1
Fighting/VBG	TF:1
finalists/NNS	TF:1
Fish/NNP	TF:1
Flickr/NNP	TF:1
flock/VBP	TF:1
food/NN	TF:1
Gawker/NNP	TF:1
get/VBP	TF:1
Gothamist/NNP	TF:1
GreenFairyDotcom/NNP	TF:1
guess/VB	TF:1
had/VBD	TF:3
has/VBZ	TF:2
have/VBP	TF:3
Hicksdesign/NNP	TF:1
idea/NN	TF:2
images/NNS	TF:1
include/VBP	TF:1
Included/VBN	TF:1
including/VBG	TF:1
interest/NN	TF:1
Internet/NNP	TF:1
is/VBZ	TF:8
let/VB	TF:1
lets/VBZ	TF:1
Life/NNP	TF:1
limit/NN	TF:1
list/NN	TF:1
London/NNP	TF:1
Londonist/NNP	TF:1
lot/NN	TF:1
made/VBN	TF:1
make/VBP	TF:1
makes/VBZ	TF:1
March/NNP	TF:1
meme/NN	TF:1
months/NNS	TF:1
Mr/NNP	TF:1
music/NN	TF:1
naming/NN	TF:1
need/VB	TF:1
Needs/VBZ	TF:1
news/NN	TF:3
News/NNP	TF:1
Nikolai/NNP	TF:1
Nolan/NNP	TF:2
nominated/VBN	TF:2
Nominations/NNP	TF:2
nominations/NNS	TF:1
nominees/NNS	TF:1
online/NN	TF:1
part/NN	TF:1
people/NNS	TF:3
Pew/NNP	TF:1
photo/NN	TF:1
PlasticBag/NNP	TF:1
playing/VBG	TF:1
Podcasting/VBG	TF:1
prize/NN	TF:1
public/NN	TF:1
publish/VB	TF:1
publish/VBP	TF:1
quirky/VB	TF:1
radio/NN	TF:1
recognise/VBP	TF:1
reflected/VBD	TF:1
replicating/VBG	TF:1
research/NN	TF:1
RSS/NNP	TF:1
run/VBN	TF:1
said/VBD	TF:2
says/VBZ	TF:1
scrapped/VBN	TF:1
search/NN	TF:1
seconds/NNS	TF:1
server/NN	TF:1
share/NN	TF:1
shows/NNS	TF:1
sign/NN	TF:1
site/NN	TF:3
sites/NNS	TF:1
South-East/NNP	TF:2
spaces/NNS	TF:1
spread/VBP	TF:1
spreading/VBG	TF:1
Sunday/NNP	TF:1
surprised/VBN	TF:1
syndication/NN	TF:1
tag/NN	TF:1
technology/NN	TF:1
Technorati/NNP	TF:1
think-tank/NN	TF:1
thoughts/NNS	TF:1
told/VBD	TF:1
total/NN	TF:1
tracks/NNS	TF:1
traffic/NN	TF:2
Tsunami/NNP	TF:2
Tube/NNP	TF:1
Underground/NNP	TF:1
updated/VBN	TF:1
US/NNP	TF:2
use/NN	TF:1
visitors/NNS	TF:1
Voters/NNS	TF:1
voters/NNS	TF:1
voting/NN	TF:1
Voting/NNP	TF:1
was/VBD	TF:6
way/NN	TF:1
web/NN	TF:1
weblog/NN	TF:2
Weblogs/NNS	TF:1
weblogs/NNS	TF:1
website/NN	TF:2
were/VBD	TF:2
winners/NNS	TF:2
won/VBN	TF:1
Wonkette/NNP	TF:1
word/NN	TF:1
writing/NN	TF:1
year/NN	TF:6
years/NNS	TF:1

(tech89)
ability/NN	TF:1
access/NN	TF:1
accessibility/NN	TF:1
according/VBG	TF:1
activation/NN	TF:1
ad/NN	TF:1
aimed/VBN	TF:1
anyone/NN	TF:1
appeal/VB	TF:3
are/VBP	TF:5
authors/NNS	TF:1
banner/NN	TF:1
based/VBN	TF:1
be/VB	TF:3
began/VBD	TF:1
Berit/NNP	TF:1
browser/NN	TF:6
colours/NNS	TF:1
comes/VBZ	TF:1
command/NN	TF:1
commands/NNS	TF:1
company/NN	TF:3
computer/NN	TF:1
controlled/VBN	TF:1
corner/NN	TF:1
create/VB	TF:1
developers/NNS	TF:1
device/NN	TF:1
does/VBZ	TF:2
download/VB	TF:1
eliminates/VBZ	TF:1
enable/VB	TF:1
end/NN	TF:1
English/NNP	TF:1
estimated/VBN	TF:1
everyone/NN	TF:1
exclude/VB	TF:1
experience/NN	TF:2
feature/NN	TF:1
features/NNS	TF:3
fit/VB	TF:1
fonts/NNS	TF:1
function/NN	TF:1
gets/VBZ	TF:1
hand/NN	TF:1
Hanson/NNP	TF:2
have/VB	TF:2
headset/NN	TF:1
IBM/NNP	TF:1
idea/NN	TF:1
incorporates/VBZ	TF:1
interaction/NN	TF:1
internet/NN	TF:1
is/VBZ	TF:4
keyboard/NN	TF:1
Latest/NNP	TF:1
life/NN	TF:1
magnify/VB	TF:1
make/VB	TF:1
makes/VBZ	TF:1
making/VBG	TF:1
market/NN	TF:1
microphone/NN	TF:1
mission/NN	TF:1
month/NN	TF:1
Ms/NNP	TF:1
need/NN	TF:1
Net/NNP	TF:1
number/NN	TF:1
Opera/NN	TF:2
Opera/NNP	TF:6
operating/VBG	TF:1
pages/NNS	TF:3
people/NNS	TF:4
People/NNS	TF:1
platforms/NNS	TF:1
points/VBZ	TF:1
prefer/VBP	TF:1
project/NN	TF:1
provide/VB	TF:1
read/VB	TF:1
reader/NN	TF:1
recognise/VB	TF:1
recognition/NN	TF:2
release/NN	TF:1
research/NN	TF:1
right/NN	TF:1
said/VBD	TF:2
say/VBP	TF:1
says/VBZ	TF:1
screen/NN	TF:1
scrolling/NN	TF:1
sheets/NNS	TF:1
situation/NN	TF:1
software/NN	TF:2
spin-off/NN	TF:1
spokeswoman/NN	TF:1
step/NN	TF:1
style/NN	TF:1
support/NN	TF:1
systems/NNS	TF:1
take/VB	TF:1
technology/NN	TF:1
telecoms/NNS	TF:1
Telenor/NNP	TF:1
text/NN	TF:1
times/NNS	TF:1
used/VBN	TF:2
users/NNS	TF:3
using/VBG	TF:1
variety/NN	TF:1
version/NN	TF:3
view/VB	TF:1
vision/NN	TF:2
voice/NN	TF:7
want/VB	TF:1
was/VBD	TF:2
wear/VB	TF:1
web/NN	TF:1
width/NN	TF:1
Windows/NNP	TF:1
work/VB	TF:1

(tech90)
%/NN	TF:2
's/VBZ	TF:9
accounting/NN	TF:1
acts/NNS	TF:1
are/VBP	TF:11
Argentina/NNP	TF:2
artist/NN	TF:1
artists/NNS	TF:3
audiences/NNS	TF:1
base/NN	TF:1
BBC/NNP	TF:1
be/VB	TF:4
becoming/VBG	TF:1
been/VBN	TF:1
Boyd/NNP	TF:1
bragging/VBG	TF:1
bringing/VBG	TF:1
broadcast/NN	TF:1
Caballeros/NNP	TF:3
California/NNP	TF:1
called/VBN	TF:1
calls/VBZ	TF:1
chance/NN	TF:1
change/VB	TF:1
changing/VBG	TF:1
Chilean/NNP	TF:1
Clark/NNP	TF:1
co-production/NN	TF:1
comes/VBZ	TF:1
company/NN	TF:1
computer/NN	TF:1
consider/VBP	TF:1
considered/VBN	TF:1
Contra/NNP	TF:1
correspondent/NN	TF:1
country/NN	TF:2
couple/NN	TF:1
Cuban/NNP	TF:1
devoted/VBN	TF:2
dial/NN	TF:1
Diego/NNP	TF:1
differences/NNS	TF:1
DJs/NNP	TF:1
do/VB	TF:1
download/VB	TF:1
Emcees/NNP	TF:2
emcees/NNS	TF:1
Eminem/NNP	TF:1
en/NN	TF:1
English/NNP	TF:1
espanol/NN	TF:1
expand/VB	TF:1
export/NN	TF:1
exposure/NN	TF:1
fact/NN	TF:1
fan/NN	TF:1
fans/NNS	TF:3
find/VB	TF:2
finding/VBG	TF:1
flow/NN	TF:1
France/NNP	TF:1
friends/NNS	TF:2
G/NNP	TF:3
genre/NN	TF:1
get/VB	TF:2
go/VB	TF:1
going/VBG	TF:1
got/VBD	TF:1
group/NN	TF:2
groups/NNS	TF:2
had/VBD	TF:1
has/VBZ	TF:5
have/VBP	TF:2
having/VBG	TF:1
hear/VB	TF:1
help/NN	TF:1
hip-hop/NN	TF:8
Hip-hop/NNP	TF:1
hoping/VBG	TF:1
improving/VBG	TF:1
include/VB	TF:1
is/VBZ	TF:20
kind/NN	TF:1
King/NNP	TF:2
known/VBN	TF:1
language/NN	TF:3
latinohiphopradio.com/NN	TF:4
Latinohiphopradio.com/NNP	TF:2
launched/VBD	TF:1
leader/NN	TF:2
leads/VBZ	TF:1
listen/VB	TF:1
listeners/NNS	TF:2
logging/VBG	TF:1
look/VB	TF:1
Los/NNP	TF:3
Mainstream/NNP	TF:1
make/VB	TF:2
Makisa/NNP	TF:1
Manuel/NNP	TF:2
marketing/VBG	TF:1
meant/VBN	TF:1
media/NNS	TF:1
medium/NN	TF:1
mention/VB	TF:1
Mexico/NNP	TF:2
Millan/NNP	TF:10
Monterrey/NNP	TF:1
months/NNS	TF:1
music/NN	TF:4
Mustafa/NNP	TF:2
name/NN	TF:2
native/NN	TF:1
navigate/VB	TF:1
news/NN	TF:1
one/NN	TF:1
Papo/NNP	TF:1
Plan/NNP	TF:3
play/VB	TF:1
player/NN	TF:1
plenty/NN	TF:1
producing/VBG	TF:1
production/NN	TF:2
productions/NNS	TF:1
pushing/VBG	TF:1
put/VB	TF:1
quality/NN	TF:1
radio/NN	TF:7
rap/NN	TF:9
Record/NNP	TF:1
running/VBG	TF:1
San/NNP	TF:1
says/VBZ	TF:8
scene/NN	TF:2
Service/NNP	TF:1
set/VBD	TF:1
shows/VBZ	TF:1
site/NN	TF:2
songs/NNS	TF:1
sound/NN	TF:1
Spain/NNP	TF:5
Spaniard/NNP	TF:1
Spanish-language/NNP	TF:2
Spanish-speaking/NNP	TF:1
Spanish/NNP	TF:1
speaking/NN	TF:1
Spin/NNP	TF:1
stage/NN	TF:1
starting/VBG	TF:1
States/NNPS	TF:1
station/NN	TF:2
stations/NNS	TF:1
streamed/VBD	TF:1
surfers/NNS	TF:1
takes/VBZ	TF:1
technology/NN	TF:1
terms/NNS	TF:1
thing/NN	TF:1
Tote/NNP	TF:2
track/NN	TF:1
tracks/NNS	TF:3
traffic/NN	TF:1
trouble/NN	TF:1
try/VBP	TF:1
United/NNP	TF:1
Uno/NNP	TF:1
US/NNP	TF:2
user/NN	TF:1
users/NNS	TF:1
values/NNS	TF:1
Veinte/NNP	TF:1
want/VBP	TF:1
wanted/VBD	TF:1
was/VBD	TF:1
way/NN	TF:1
web/NN	TF:1
Web/NNP	TF:1
website/NN	TF:2
were/VBD	TF:1
WGBH-Boston/NNP	TF:1
work/NN	TF:1
world/NN	TF:7
World/NNP	TF:2
year/NN	TF:1
Yoda/NNP	TF:2

(tech91)
've/VBP	TF:1
access/NN	TF:1
according/VBG	TF:1
action/NN	TF:1
added/VBD	TF:1
age/NN	TF:1
aimed/VBN	TF:1
America/NNP	TF:1
analysts/NNS	TF:1
are/VBP	TF:2
Association/NNP	TF:1
be/VB	TF:1
being/VBG	TF:1
BitTorrent/NNP	TF:1
body/NN	TF:3
campaign/NN	TF:2
chance/NN	TF:1
charges/NNS	TF:1
check/VB	TF:1
Chicoine/NNP	TF:1
chief/NN	TF:1
children/NNS	TF:3
choice/NN	TF:1
CinemaNow/NNP	TF:1
clamp/VB	TF:1
combat/VB	TF:1
compete/VB	TF:1
computer/NN	TF:1
computers/NNS	TF:1
concerned/VBN	TF:1
consumers/NNS	TF:1
continue/VB	TF:1
convictions/NNS	TF:1
copyright/NN	TF:1
copyrighted/VBN	TF:1
cost/NN	TF:1
Dan/NNP	TF:1
decisions/NNS	TF:1
default/NN	TF:1
delete/VB	TF:1
depend/VBP	TF:1
did/VBD	TF:1
DirectConnect/NNP	TF:1
downloaded/VBN	TF:2
drive/NN	TF:1
eDonkey/NN	TF:1
effects/NNS	TF:1
embracing/VBG	TF:1
file-sharing/NN	TF:1
File/NNP	TF:1
filed/VBN	TF:1
files/NNS	TF:5
film/NN	TF:1
found/VBN	TF:1
Glickman/NNP	TF:2
goal/NN	TF:1
grow/VB	TF:1
had/VBD	TF:3
handed/VBN	TF:1
has/VBZ	TF:1
have/VBP	TF:3
having/VBG	TF:1
help/VB	TF:1
horses/NNS	TF:1
identified/VBN	TF:1
identity/NN	TF:1
including/VBG	TF:1
industry/NN	TF:4
information/NN	TF:1
infringed/VBD	TF:1
is/VBZ	TF:1
January/NNP	TF:1
launched/VBN	TF:1
lawsuits/NNS	TF:1
lets/VBZ	TF:1
list/VB	TF:1
locate/VB	TF:1
make/VB	TF:1
material/NN	TF:1
Michael/NNP	TF:1
months/NNS	TF:1
movie-swappers/NNS	TF:1
movie/NN	TF:4
Movie/NNP	TF:3
Movielink/NNP	TF:1
movies/NNS	TF:1
MPAA/NNP	TF:4
Mr/NNP	TF:1
music/NN	TF:2
need/VBP	TF:2
networks/NNS	TF:1
November/NNP	TF:1
operations/NNS	TF:1
operators/NNS	TF:1
Parent/NNP	TF:1
parents/NNS	TF:3
Parents/NNS	TF:1
passed/VBN	TF:1
PCs/NNS	TF:1
peer-to-peer/NN	TF:2
piracy/NN	TF:2
pleaded/VBD	TF:1
problems/NNS	TF:1
program/NN	TF:1
programs/NNS	TF:2
property/NN	TF:1
provide/VB	TF:1
released/VBN	TF:1
remove/VB	TF:1
reported/VBN	TF:1
represents/VBZ	TF:1
resources/NNS	TF:1
round/NN	TF:1
said/VBD	TF:5
say/VB	TF:1
Scan/NNP	TF:1
services/NNS	TF:1
set/NN	TF:1
sharing/VBG	TF:1
sites/NNS	TF:1
sites/VBZ	TF:1
software/NN	TF:4
started/VBD	TF:1
statement/NN	TF:1
stolen/VBN	TF:1
sued/VBN	TF:1
survive/VB	TF:1
targets/VBZ	TF:1
technologies/NNS	TF:1
technology/NN	TF:1
tested/VBN	TF:1
theft/NN	TF:1
thrive/VB	TF:1
tool/NN	TF:1
tools/NNS	TF:1
trading/NN	TF:1
Trojan/NNP	TF:1
Trowbridge/NNP	TF:1
US/NNP	TF:3
users/NNS	TF:1
using/VBG	TF:1
viruses/NNS	TF:1
wanted/VBD	TF:1
was/VBD	TF:1
wav/NN	TF:1
were/VBD	TF:3
William/NNP	TF:1
Windows/NNP	TF:1
£3.7bn/NNP	TF:1

(tech92)
'Napster/NNP	TF:1
A/NNP	TF:1
abetting/VBG	TF:1
accepted/VBN	TF:1
accessed/VBN	TF:1
act/NN	TF:1
action/NN	TF:2
actions/NNS	TF:1
added/VBD	TF:1
Allan/NNP	TF:2
alleged/VBN	TF:1
allowed/VBD	TF:2
America/NNP	TF:1
appeal/NN	TF:1
Appeal/NNP	TF:1
are/VBP	TF:1
associated/VBN	TF:1
Association/NNP	TF:1
August/NNP	TF:1
based/VBN	TF:1
be/VB	TF:2
been/VBN	TF:3
behalf/NN	TF:1
bosses/NNS	TF:1
branches/NNS	TF:1
brought/VBN	TF:1
Bruvik/NNP	TF:6
build/VB	TF:1
case/NN	TF:1
cases/NNS	TF:1
cite/VBP	TF:1
cleared/VBD	TF:1
cleared/VBN	TF:1
codes/NNS	TF:1
companies/NNS	TF:1
compensation/NN	TF:1
complaint/NN	TF:1
computer/NN	TF:1
computers/NNS	TF:1
confidence/NN	TF:1
connections/NNS	TF:1
copyright/NN	TF:2
copyrighted/VBN	TF:1
country/NN	TF:2
court/NN	TF:2
Court/NNP	TF:3
decided/VBN	TF:1
defendants/NNS	TF:1
did/VBD	TF:1
distributing/VBG	TF:1
distribution/NN	TF:1
Doe/NNP	TF:1
engineering/NN	TF:1
filed/VBN	TF:2
files/NNS	TF:3
found/VBN	TF:1
Frank/NNP	TF:2
given/VBN	TF:1
groups/NNS	TF:1
had/VBD	TF:3
has/VBZ	TF:1
have/VB	TF:2
help/VB	TF:1
host/VB	TF:1
identified/VBN	TF:1
including/VBG	TF:1
individuals/NNS	TF:1
industry/NN	TF:5
Industry/NNP	TF:1
internet/NN	TF:2
John/NNP	TF:1
KaZaa/NNP	TF:1
kroner/NN	TF:2
law/NN	TF:1
lawsuits/NNS	TF:1
Lillehammer/NNP	TF:1
linked/VBD	TF:1
links/NNS	TF:4
made/VBN	TF:1
medium/NN	TF:1
MP3/NNP	TF:2
music/NN	TF:9
Music/NNP	TF:2
Norway/NNP	TF:5
November/NNP	TF:1
occurred/VBD	TF:1
operating/VBG	TF:1
ordered/VBN	TF:2
others/NNS	TF:1
part/NN	TF:1
pay/VB	TF:3
peak/NN	TF:1
peer-to-peer/NN	TF:1
people/NNS	TF:1
performing/VBG	TF:1
piracy/NN	TF:1
posted/VBD	TF:1
preceding/VBG	TF:1
premeditated/VBN	TF:1
principle/NN	TF:1
project/NN	TF:1
providing/VBG	TF:2
published/VBN	TF:1
ran/VBD	TF:1
receive/VB	TF:1
record/NN	TF:1
Recording/NNP	TF:1
responsibility/NN	TF:1
rights/NNS	TF:1
ruled/VBD	TF:1
ruling/NN	TF:2
ruling/VBG	TF:1
said/VBD	TF:2
satisfied/VBN	TF:1
saw/VBD	TF:1
saying/VBG	TF:1
school/NN	TF:1
servers/NNS	TF:1
services/NNS	TF:1
set/VBD	TF:2
showed/VBD	TF:1
site/NN	TF:4
society/NN	TF:1
songs/NNS	TF:1
Sony/NNP	TF:1
stated/VBD	TF:1
student/NN	TF:2
studying/VBG	TF:1
submit/VB	TF:2
suits/NNS	TF:1
Supreme/NNP	TF:2
test/NN	TF:1
Tono/NNP	TF:1
town/NN	TF:1
traded/VBN	TF:1
Universal/NNP	TF:1
USA/NNP	TF:2
users/NNS	TF:1
violation/NN	TF:3
visiting/VBG	TF:1
visitors/NNS	TF:1
was/VBD	TF:11
website/NN	TF:3
week/NN	TF:1
were/VBD	TF:2

(tech93)
%/NN	TF:1
access/NN	TF:1
advancement/NN	TF:1
Alcatel/NNP	TF:1
analyst/NN	TF:1
Analyst/NNP	TF:1
announced/VBN	TF:1
Anyone/NN	TF:1
anything/NN	TF:1
Apple/NNP	TF:1
are/VBP	TF:8
area/NN	TF:1
areas/NNS	TF:1
array/NN	TF:1
be/VB	TF:12
become/VB	TF:1
become/VBP	TF:1
been/VBN	TF:1
begin/VB	TF:1
believes/VBZ	TF:1
bills/NNS	TF:1
Bluephone/NNP	TF:1
Bob/NNP	TF:1
boost/VB	TF:1
broadband/NN	TF:2
BT/NNP	TF:1
business/NN	TF:1
call/NN	TF:1
calls/NNS	TF:3
calls/VBZ	TF:1
camera/NN	TF:1
cameras/NNS	TF:1
capabilities/NNS	TF:1
capacities/NNS	TF:1
capacity/NN	TF:1
challenge/VB	TF:1
choices/NNS	TF:1
chunk/NN	TF:1
code/NN	TF:1
commonplace/NN	TF:1
communicate/VB	TF:1
competition/NN	TF:4
confronted/VBN	TF:1
connection/NN	TF:1
consumer/NN	TF:1
consumers/NNS	TF:2
continue/VB	TF:1
Convergence/NNP	TF:1
convince/NN	TF:1
cost/NN	TF:2
countries/NNS	TF:1
customers/NNS	TF:1
data/NNS	TF:3
deal/NN	TF:1
deals/NNS	TF:2
December/NNP	TF:1
declared/VBN	TF:1
dent/VB	TF:1
development/NN	TF:1
device/NN	TF:1
devices/NNS	TF:3
differences/NNS	TF:1
distances/NNS	TF:1
do/VB	TF:2
downside/NN	TF:1
drives/NNS	TF:1
dwindle/VB	TF:1
dwindling/VBG	TF:1
emerging/VBG	TF:1
emphasis/NN	TF:1
everything/NN	TF:1
existing/VBG	TF:1
face/VB	TF:2
fan/NN	TF:1
fans/NNS	TF:2
features/NNS	TF:1
firm/NN	TF:1
firms/NNS	TF:1
Fixed/NNP	TF:1
fixed/VBN	TF:1
followed/VBD	TF:1
force/NN	TF:1
forgotten/VBN	TF:1
fun/NN	TF:1
functions/NNS	TF:1
future/NN	TF:1
gadget/NN	TF:2
gadgets/NNS	TF:2
geek/NN	TF:1
get/VB	TF:2
get/VBP	TF:1
go/VB	TF:1
go/VBP	TF:1
going/VBG	TF:2
growing/VBG	TF:1
had/VBD	TF:1
has/VBZ	TF:4
have/VB	TF:2
held/VBN	TF:1
holding/VBG	TF:1
home/NN	TF:1
Home/NNP	TF:1
increase/VB	TF:1
investment/NN	TF:1
IP/NNP	TF:1
is/VBZ	TF:9
iTunes/NNS	TF:1
Kent/NNP	TF:1
kind/NN	TF:1
knew/VB	TF:1
Larribeau/NNP	TF:1
launch/VB	TF:1
launched/VBD	TF:1
launched/VBN	TF:1
launches/NNS	TF:1
lets/VBZ	TF:1
letting/VBG	TF:1
line/NN	TF:3
live/VB	TF:1
look/VBP	TF:3
looks/VBZ	TF:2
lose/VBP	TF:1
lot/NN	TF:3
lots/NNS	TF:1
market/NN	TF:1
matched/VBN	TF:1
mean/VB	TF:2
means/VBZ	TF:1
media/NNS	TF:2
megabits/NNS	TF:1
megabyte/NN	TF:1
memory/NN	TF:2
messaging/NN	TF:1
miles/NNS	TF:1
mobile/NN	TF:1
months/NNS	TF:2
Motorola/NNP	TF:1
Moves/NNS	TF:1
multimedia/NN	TF:1
music/NN	TF:1
name/NN	TF:1
net/NN	TF:1
network/NN	TF:3
networks/NNS	TF:3
Niel/NNP	TF:1
November/NNP	TF:1
number/NN	TF:1
numbers/NNS	TF:2
O2/NNP	TF:1
Ofcom/NNP	TF:1
offer/NN	TF:1
offered/VBN	TF:1
officer/NN	TF:1
operator/NN	TF:1
operators/NNS	TF:4
Orange/NNP	TF:1
pace/NN	TF:3
phone/NN	TF:4
phones/NNS	TF:5
places/NNS	TF:1
player/NN	TF:2
plummet/VB	TF:1
poach/VB	TF:1
pocket/NN	TF:1
popping/VBG	TF:1
population/NN	TF:1
predicts/VBZ	TF:1
price/NN	TF:1
problem/NN	TF:1
produce/VB	TF:1
project/NN	TF:1
push/VB	TF:1
Ransom/NNP	TF:1
rates/NNS	TF:1
regulator/NN	TF:1
result/NN	TF:1
return/NN	TF:1
returns/NNS	TF:1
revenue/NN	TF:1
revolves/VBZ	TF:1
rivals/NNS	TF:1
roll/VB	TF:1
routes/VBZ	TF:1
said/VBD	TF:2
sale/NN	TF:1
second/NN	TF:1
sectors/NNS	TF:1
see/VB	TF:1
series/NN	TF:1
service/NN	TF:3
services/NNS	TF:2
set/VBN	TF:3
share/NN	TF:1
shift/NN	TF:1
Show/NNP	TF:1
signing/VBG	TF:1
single-function/NN	TF:1
site/NN	TF:1
slash/VB	TF:1
slew/NN	TF:1
speed/NN	TF:1
speeds/VBZ	TF:1
sport/VB	TF:1
sport/VBP	TF:1
start/NN	TF:1
start/VB	TF:2
start/VBP	TF:1
starting/VBG	TF:1
steal/VB	TF:1
storage/NN	TF:1
store/VBP	TF:1
suggests/VBZ	TF:1
suppliers/NNS	TF:1
sustain/VB	TF:1
switches/NNS	TF:1
T-Mobile/NNP	TF:1
technologies/NNS	TF:2
technology/NN	TF:5
Telecom/NNP	TF:2
Telecommunications/NNP	TF:1
things/NNS	TF:1
third-generation/NN	TF:1
trade/VB	TF:1
transmission/NN	TF:1
try/VBP	TF:1
ubiquity/NN	TF:1
UK/NNP	TF:2
use/NN	TF:1
use/VB	TF:1
used/VBD	TF:1
users/NNS	TF:2
uses/VBZ	TF:1
using/VBG	TF:1
video/NN	TF:1
View/NNP	TF:2
Vodafone/NNP	TF:1
voice/NN	TF:3
Voice/NNP	TF:1
Voip/NNP	TF:5
want/VBP	TF:1
wanted/VBD	TF:1
way/NN	TF:3
wider/NN	TF:1
Wimax/NNP	TF:4
win/VB	TF:1
winner/NN	TF:1
works/VBZ	TF:2
world/NN	TF:1
write/VB	TF:1
year/NN	TF:4

(tech94)
%/NN	TF:1
's/VBZ	TF:1
[/NN	TF:1
[/NNP	TF:2
]/NN	TF:2
]/NNP	TF:1
added/VBD	TF:1
allows/VBZ	TF:1
amount/NN	TF:1
anything/NN	TF:1
applied/VBN	TF:1
are/VBP	TF:9
ask/VB	TF:1
attention/NN	TF:1
BBC/NNP	TF:1
be/VB	TF:10
blur/VB	TF:1
blurred/VBN	TF:1
blurs/VB	TF:1
bookshelves/NNS	TF:1
box/NN	TF:1
broadband/NN	TF:1
building/VBG	TF:1
business/NN	TF:1
buttons/NNS	TF:1
